Sl. No.,"Flight
No.","Operator
Code","Aircraft
Type",Frequency,"Arrival
from","Arrival
Time","Departure
to","Departure
Time","Effective
from","Effective
to"
8,G8 217,GOW,A 320,Daily,,,IDR,12:55,25-Nov-19,28-Mar-20
9,G8 505,GOW,A 320,Daily,HYD,16:35,,,27-Oct-19,28-Mar-20
10,G8 506,GOW,A 320,Daily,,,HYD,17:05,27-Oct-19,28-Mar-20
11,G8 702,GOW,A 320,Daily,AMD,18:45,,,27-Oct-19,28-Mar-20
12,G8 702,GOW,A 320,Daily,,,CCU,19:15,27-Oct-19,28-Mar-20
13,G8 2607,GOW,A 320,Daily,BOM,21:05,,,27-Oct-19,28-Mar-20
14,G8 2608,GOW,A 320,Daily,,,BOM,21:45,27-Oct-19,28-Mar-20
Jammu,,,,,,,,,,
1,G8 209,GOW,A 320,Daily,DEL,9:10,,,27-Oct-19,28-Mar-20
2,G8 210,GOW,A 320,Daily,,,DEL,9:45,27-Oct-19,28-Mar-20
3,G8 205,GOW,A 320,Daily,IXL,10:35,,,27-Oct-19,28-Mar-20
4,G8 205,GOW,A 320,Daily,,,DEL,11:10,27-Oct-19,28-Mar-20
5,G8 287,GOW,A 320,Daily,BOM,13:15,,,27-Oct-19,28-Mar-20
6,G8 287,GOW,A 320,Daily,,,SXR,13:45,27-Oct-19,28-Mar-20
7,G8 213,GOW,A 320,Daily,SXR,14:40,,,27-Oct-19,28-Mar-20
8,G8 196,GOW,A 320,Daily,,,SXR,15:10,27-Oct-19,28-Mar-20
9,G8 185,GOW,A 320,Daily,DEL,15:35,,,27-Oct-19,28-Mar-20
10,G8 171,GOW,A 320,Daily,,,DEL,16:05,27-Oct-19,28-Mar-20
Kannur,,,,,,,,,,
1,G8 383,GOW,A 320,Daily,BOM,2:25,,,27-Oct-19,28-Mar-20
2,G8 385,GOW,A 320,Daily,,,BOM,3:00,27-Oct-19,28-Mar-20
3,G8 621,GOW,A 320,Daily,,,BLR,6:00,27-Oct-19,28-Mar-20
4,G8 622,GOW,A 320,Daily,BLR,8:30,,,27-Oct-19,30-Nov-19
5,G8 625,GOW,A 320,Daily,,,HYD,9:15,27-Oct-19,28-Mar-20
6,G8 626,GOW,A 320,Daily,HYD,12:45,,,27-Oct-19,28-Mar-20
7,G8 623,GOW,A 320,134567,,,BLR,13:15,27-Oct-19,28-Mar-20
8,G8 622,GOW,A 320,Daily,BLR,13:50,,,1-Dec-19,28-Mar-20
9,G8 2571,GOW,A 320,Daily,DEL,14:55,,,27-Oct-19,28-Mar-20
10,G8 2518,GOW,A 320,Daily,,,DEL,15:25,27-Oct-19,28-Mar-20
11,G8 624,GOW,A 320,134567,BLR,15:50,,,27-Oct-19,28-Mar-20
12,G8 627,GOW,A 320,Daily,,,MAA,16:20,27-Oct-19,28-Mar-20
13,G8 628,GOW,A 320,Daily,MAA,19:30,,,27-Oct-19,28-Mar-20
Kochi,,,,,,,,,,
1,G8 347,GOW,A 320,Daily,BOM,7:05,,,27-Oct-19,28-Mar-20
2,G8 348,GOW,A 320,Daily,,,BOM,7:40,27-Oct-19,28-Mar-20
3,G8 501,GOW,A 320,Daily,HYD,8:10,,,27-Oct-19,28-Mar-20
4,G8 502,GOW,A 320,Daily,,,HYD,8:40,27-Oct-19,28-Mar-20
5,G8 701,GOW,A 320,123456,AMD,13:20,,,27-Oct-19,28-Mar-20
6,G8 701,GOW,A 320,7,HYD,13:20,,,27-Oct-19,28-Mar-20
7,G8 702,GOW,A 320,Daily,,,AMD,13:50,27-Oct-19,28-Mar-20
8,G8 336,GOW,A 320,Daily,BOM,19:20,,,27-Oct-19,28-Mar-20
9,G8 345,GOW,A 320,Daily,,,BOM,19:50,27-Oct-19,28-Mar-20
10,G8 764,GOW,A 320,Daily,DEL,20:00,,,27-Oct-19,28-Mar-20
11,G8 765,GOW,A 320,Daily,,,DEL,20:30,27-Oct-19,28-Mar-20
12,G8 507,GOW,A 320,Daily,HYD,21:35,,,27-Oct-19,28-Mar-20
13,G8 508,GOW,A 320,Daily,,,HYD,22:10,27-Oct-19,28-Mar-20
Kolkata,,,,,,,,,,
1,G8 394,GOW,A 320,Daily,PNQ,0:50,,,28-Oct-19,28-Mar-20
2,G8 511,GOW,A 320,Daily,BOM,1:55,,,28-Oct-19,28-Mar-20
3,G8 295,GOW,A 320,7,,,GAU,4:55,1-Dec-19,28-Mar-20
4,G8 295,GOW,A 320,123456,,,GAU,4:55,28-Oct-19,28-Mar-20
5,G8 701,GOW,A 320,7,,,JAI,5:45,27-Oct-19,27-Oct-19
6,G8 701,GOW,A 320,Daily,,,JAI,5:45,28-Oct-19,28-Mar-20
7,G8 227,GOW,A 320,7,,,DEL,6:00,27-Oct-19,27-Oct-19
8,G8 227,GOW,A 320,Daily,,,DEL,6:00,28-Oct-19,28-Mar-20
9,G8 121,GOW,A 320,7,,,HYD,6:35,27-Oct-19,27-Oct-19
10,G8 121,GOW,A 320,Daily,,,HYD,6:35,28-Oct-19,28-Mar-20
11,G8 123,GOW,A 320,Daily,HYD,7:55,,,27-Oct-19,28-Mar-20
12,G8 101,GOW,A 320,Daily,DEL,8:00,,,27-Oct-19,29-Feb-20
13,G8 101,GOW,A 320,Daily,DEL,8:00,,,1-Mar-20,28-Mar-20
14,G8 605,GOW,A 320,Daily,,,BBI,8:30,27-Oct-19,28-Mar-20
15,G8 830,GOW,A 320,Daily,,,BLR,8:35,1-Mar-20,28-Mar-20
16,G8 101,GOW,A 320,Daily,,,IXZ,8:35,27-Oct-19,29-Feb-20
17,G8 532,GOW,A 320,Daily,AMD,8:40,,,27-Oct-19,28-Mar-20
18,G8 296,GOW,A 320,123456,GAU,9:20,,,28-Oct-19,28-Mar-20
19,G8 532,GOW,A 320,Daily,,,GAU,9:20,27-Oct-19,28-Mar-20
20,G8 296,GOW,A 320,7,GAU,9:20,,,1-Dec-19,28-Mar-20
21,G8 115,GOW,A 320,7,,,DEL,9:35,27-Oct-19,30-Nov-19
22,G8 115,GOW,A 320,7,,,DEL,9:55,1-Dec-19,28-Mar-20
23,G8 297,GOW,A 320,Daily,,,AJL,10:00,28-Oct-19,28-Mar-20
24,G8 115,GOW,A 320,35,,,DEL,10:10,27-Oct-19,28-Mar-20
25,G8 546,GOW,A 320,Daily,GAU,12:20,,,27-Oct-19,28-Mar-20
26,G8 761,GOW,A 320,Daily,BBI,12:45,,,27-Oct-19,28-Mar-20
27,G8 538,GOW,A 320,Daily,,,IXB,12:55,27-Oct-19,28-Mar-20
28,G8 761,GOW,A 320,Daily,,,PAT,13:25,27-Oct-19,28-Mar-20
29,G8 102,GOW,A 320,Daily,IXZ,13:40,,,27-Oct-19,29-Feb-20
30,G8 831,GOW,A 320,Daily,BLR,13:40,,,1-Mar-20,28-Mar-20
31,G8 102,GOW,A 320,Daily,,,DEL,14:20,27-Oct-19,29-Feb-20
32,G8 102,GOW,A 320,Daily,,,DEL,14:20,1-Mar-20,28-Mar-20
33,G8 537,GOW,A 320,Daily,IXB,15:50,,,27-Oct-19,28-Mar-20
34,G8 298,GOW,A 320,Daily,AJL,16:10,,,27-Oct-19,28-Mar-20
35,G8 537,GOW,A 320,Daily,,,AMD,16:25,27-Oct-19,28-Mar-20
36,G8 762,GOW,A 320,Daily,PAT,16:30,,,27-Oct-19,28-Mar-20
37,G8 299,GOW,A 320,Daily,,,LKO,16:55,27-Oct-19,28-Mar-20
38,G8 125,GOW,A 320,Daily,,,HYD,17:10,27-Oct-19,28-Mar-20
39,G8 114,GOW,A 320,246,DEL,17:40,,,27-Oct-19,28-Mar-20
40,G8 163,GOW,A 320,6,LKO,21:15,,,28-Mar-20,28-Mar-20
41,G8 163,GOW,A 320,Daily,LKO,21:15,,,27-Oct-19,27-Mar-20
42,G8 702,GOW,A 320,Daily,JAI,21:30,,,27-Oct-19,28-Mar-20
43,G8 103,GOW,A 320,Daily,DEL,21:45,,,27-Oct-19,28-Mar-20
44,G8 393,GOW,A 320,Daily,,,PNQ,22:05,27-Oct-19,28-Mar-20
45,G8 512,GOW,A 320,Daily,,,BOM,22:25,27-Oct-19,28-Mar-20
46,G8 122,GOW,A 320,6,HYD,22:40,,,28-Mar-20,28-Mar-20
47,G8 122,GOW,A 320,Daily,HYD,22:40,,,27-Oct-19,27-Mar-20
48,G8 105,GOW,A 320,Daily,DEL,23:10,,,27-Oct-19,28-Mar-20
49,G8 106,GOW,A 320,Daily,,,DEL,23:45,27-Oct-19,28-Mar-20
Leh,,,,,,,,,,
1,G8 205,GOW,A 320,Daily,DEL,9:00,,,27-Oct-19,28-Mar-20
2,G8 205,GOW,A 320,Daily,,,IXJ,9:30,27-Oct-19,28-Mar-20
3,G8 221,GOW,A 320,Daily,DEL,10:55,,,27-Oct-19,28-Mar-20
4,G8 220,GOW,A 320,Daily,,,DEL,11:25,27-Oct-19,28-Mar-20
Lucknow,,,,,,,,,,
1,G8 207,GOW,A 320,123457,DEL,6:10,,,27-Oct-19,27-Mar-20
2,G8 208,GOW,A 320,123457,,,DEL,6:40,27-Oct-19,27-Mar-20
3,G8 722,GOW,A 320,Daily,AMD,7:00,,,27-Oct-19,28-Mar-20
4,G8 723,GOW,A 320,Daily,,,DEL,7:30,27-Oct-19,28-Mar-20
5,G8 2609,GOW,A 320,7,,,BOM,7:50,27-Oct-19,27-Oct-19
6,G8 2609,GOW,A 320,Daily,,,BOM,7:50,29-Oct-19,15-Dec-19
7,G8 2609,GOW,A 320,Daily,,,BOM,7:50,17-Dec-19,1-Mar-20
8,G8 2609,GOW,A 320,Daily,,,BOM,7:50,2-Mar-20,28-Mar-20
9,G8 2509,GOW,A 320,Daily,DEL,8:00,,,27-Oct-19,28-Mar-20
10,G8 2510,GOW,A 320,Daily,,,DEL,8:30,27-Oct-19,28-Mar-20
11,G8 522,GOW,A 320,7,DEL,9:25,,,27-Oct-19,22-Mar-20
12,G8 522,GOW,A 320,123456,DEL,9:25,,,28-Oct-19,28-Mar-20
13,G8 523,GOW,A 320,123456,,,AMD,9:55,28-Oct-19,28-Mar-20
14,G8 525,GOW,A 320,7,,,CCU,9:55,27-Oct-19,22-Mar-20
15,G8 211,GOW,A 320,Daily,DEL,10:15,,,27-Oct-19,28-Mar-20
16,G8 805,GOW,A 320,2,BLR,10:40,,,29-Oct-19,24-Mar-20
17,G8 805,GOW,A 320,134567,BLR,10:40,,,27-Oct-19,28-Mar-20
18,G8 212,GOW,A 320,Daily,,,DEL,10:45,27-Oct-19,28-Mar-20
19,G8 805,GOW,A 320,2,,,AMD,11:10,29-Oct-19,24-Mar-20
20,G8 807,GOW,A 320,134567,,,BLR,11:10,27-Oct-19,28-Mar-20
21,G8 395,GOW,A 320,Daily,BOM,13:05,,,27-Oct-19,28-Mar-20
22,G8 402,GOW,A 320,Daily,,,BOM,13:35,27-Oct-19,28-Mar-20
23,G8 558,GOW,A 320,134567,HYD,15:20,,,27-Oct-19,28-Mar-20
24,G8 110,GOW,A 320,Daily,AMD,15:25,,,27-Oct-19,28-Mar-20
25,G8 559,GOW,A 320,134567,,,HYD,15:50,27-Oct-19,28-Mar-20
26,G8 111,GOW,A 320,Daily,,,AMD,16:00,27-Oct-19,28-Mar-20
27,G8 397,GOW,A 320,Daily,BOM,17:30,,,27-Oct-19,28-Mar-20
28,G8 214,GOW,A 320,Daily,DEL,17:55,,,27-Oct-19,28-Mar-20
29,G8 396,GOW,A 320,Daily,,,BOM,18:00,27-Oct-19,28-Mar-20
30,G8 808,GOW,A 320,Daily,BLR,18:30,,,27-Oct-19,28-Mar-20
31,G8 188,GOW,A 320,Daily,,,DEL,18:30,27-Oct-19,28-Mar-20
32,G8 299,GOW,A 320,Daily,CCU,18:45,,,27-Oct-19,28-Mar-20
33,G8 806,GOW,A 320,Daily,,,BLR,19:00,27-Oct-19,28-Mar-20
34,G8 163,GOW,A 320,Daily,,,CCU,19:20,27-Oct-19,28-Mar-20
35,G8 2610,GOW,A 320,Daily,BOM,22:00,,,28-Oct-19,14-Dec-19
36,G8 2610,GOW,A 320,Daily,BOM,22:00,,,16-Dec-19,29-Feb-20
37,G8 2610,GOW,A 320,Daily,BOM,22:00,,,1-Mar-20,27-Mar-20
Mumbai,,,,,,,,,,
1,G8 2508,GOW,A 320,Daily,,,DEL,0:05,27-Oct-19,28-Mar-20
2,G8 526,GOW,A 320,27,BLR,0:10,,,27-Oct-19,24-Mar-20
3,G8 2608,GOW,A 320,Daily,JAI,0:10,,,27-Oct-19,28-Mar-20
4,G8 526,GOW,A 320,136,BLR,0:10,,,28-Oct-19,28-Mar-20
5,G8 526,GOW,A 320,45,BLR,0:10,,,31-Oct-19,28-Feb-20
6,G8 526,GOW,A 320,45,BLR,0:10,,,5-Mar-20,27-Mar-20
7,G8 383,GOW,A 320,Daily,,,CNN,0:35,27-Oct-19,28-Mar-20
8,G8 544,GOW,A 320,12567,DEL,1:00,,,27-Oct-19,28-Mar-20
9,G8 380,GOW,A 320,Daily,GOI,1:20,,,27-Oct-19,28-Mar-20
10,G8 512,GOW,A 320,Daily,CCU,1:30,,,27-Oct-19,29-Feb-20
11,G8 512,GOW,A 320,Daily,CCU,1:30,,,1-Mar-20,28-Mar-20
12,G8 413,GOW,A 320,Daily,AMD,2:00,,,27-Oct-19,28-Mar-20
13,G8 461,GOW,A 320,Daily,,,IXZ,4:00,27-Oct-19,29-Feb-20
14,G8 305,GOW,A 320,12367,,,MAA,4:00,1-Mar-20,28-Mar-20
15,G8 305,GOW,A 320,45,,,MAA,4:00,5-Mar-20,27-Mar-20
16,G8 385,GOW,A 320,Daily,CNN,4:50,,,27-Oct-19,28-Mar-20
17,G8 2501,GOW,A 320,Daily,DEL,4:55,,,27-Oct-19,28-Mar-20
18,G8 575,GOW,A 320,Daily,,,GOI,4:55,27-Oct-19,28-Mar-20
19,G8 561,GOW,A 320,Daily,,,IXC,5:00,1-Mar-20,28-Mar-20
20,G8 347,GOW,A 320,Daily,,,COK,5:10,27-Oct-19,28-Mar-20
21,G8 390,GOW,A 320,Daily,,,JAI,5:45,27-Oct-19,28-Mar-20
22,G8 305,GOW,A 320,12367,,,MAA,5:50,27-Oct-19,29-Feb-20
23,G8 305,GOW,A 320,45,,,MAA,5:50,31-Oct-19,28-Feb-20
24,G8 329,GOW,A 320,27,,,DEL,6:00,27-Oct-19,24-Mar-20
25,G8 317,GOW,A 320,Daily,,,BLR,6:00,27-Oct-19,28-Mar-20
26,G8 329,GOW,A 320,13456,,,DEL,6:00,28-Oct-19,28-Mar-20
27,G8 2601,GOW,A 320,Daily,,,NAG,6:05,27-Oct-19,28-Mar-20
28,G8 302,GOW,A 320,Daily,MAA,6:50,,,27-Oct-19,28-Mar-20
29,G8 418,GOW,A 320,Daily,BLR,7:20,,,27-Oct-19,28-Mar-20
30,G8 365,GOW,A 320,Daily,,,AMD,7:35,27-Oct-19,28-Mar-20
31,G8 381,GOW,A 320,7,GOI,7:55,,,27-Oct-19,22-Mar-20
32,G8 381,GOW,A 320,123456,GOI,7:55,,,28-Oct-19,28-Mar-20
33,G8 327,GOW,A 320,Daily,,,DEL,8:00,27-Oct-19,28-Mar-20
34,G8 705,GOW,A 320,7,,,IXR,8:35,27-Oct-19,22-Mar-20
35,G8 381,GOW,A 320,123456,,,IXC,8:35,28-Oct-19,28-Mar-20
36,G8 530,GOW,A 320,Daily,DEL,9:10,,,27-Oct-19,28-Mar-20
37,G8 348,GOW,A 320,Daily,COK,9:45,,,27-Oct-19,28-Mar-20
38,G8 319,GOW,A 320,Daily,,,DEL,9:50,27-Oct-19,28-Mar-20
39,G8 395,GOW,A 320,Daily,BLR,9:55,,,27-Oct-19,28-Mar-20
40,G8 334,GOW,A 320,Daily,DEL,10:10,,,27-Oct-19,28-Mar-20
41,G8 2609,GOW,A 320,Daily,LKO,10:10,,,27-Oct-19,28-Mar-20
42,G8 287,GOW,A 320,Daily,,,IXJ,10:30,27-Oct-19,28-Mar-20
43,G8 562,GOW,A 320,Daily,IXC,10:35,,,1-Mar-20,28-Mar-20
44,G8 389,GOW,A 320,Daily,JAI,10:40,,,27-Oct-19,28-Mar-20
45,G8 459,GOW,A 320,Daily,AMD,10:45,,,27-Oct-19,28-Mar-20
46,G8 2502,GOW,A 320,Daily,,,IXR,10:45,27-Oct-19,28-Mar-20
47,G8 141,GOW,A 320,Daily,NAG,10:50,,,27-Oct-19,28-Mar-20
48,G8 395,GOW,A 320,Daily,,,LKO,10:55,27-Oct-19,28-Mar-20
49,G8 585,GOW,A 320,Daily,,,PAT,11:20,27-Oct-19,28-Mar-20
50,G8 141,GOW,A 320,Daily,,,GOI,11:30,27-Oct-19,28-Mar-20
51,G8 465,GOW,A 320,Daily,IXZ,11:35,,,27-Oct-19,29-Feb-20
52,G8 2504,GOW,A 320,123456,,,AMD,12:00,28-Oct-19,28-Mar-20
53,G8 465,GOW,A 320,Daily,,,DEL,12:15,27-Oct-19,29-Feb-20
54,G8 465,GOW,A 320,Daily,,,DEL,12:15,1-Mar-20,28-Mar-20
55,G8 338,GOW,A 320,Daily,DEL,12:50,,,27-Oct-19,28-Mar-20
56,G8 706,GOW,A 320,7,IXR,13:55,,,27-Oct-19,22-Mar-20
57,G8 382,GOW,A 320,123456,IXC,13:55,,,28-Oct-19,28-Mar-20
58,G8 478,GOW,A 320,Daily,GOI,14:35,,,27-Oct-19,28-Mar-20
59,G8 382,GOW,A 320,7,,,BLR,14:35,27-Oct-19,22-Mar-20
60,G8 382,GOW,A 320,123456,,,BLR,14:35,28-Oct-19,28-Mar-20
61,G8 2505,GOW,A 320,Daily,AMD,15:10,,,27-Oct-19,28-Mar-20
62,G8 2605,GOW,A 320,Daily,,,GOI,15:10,27-Oct-19,28-Mar-20
63,G8 397,GOW,A 320,Daily,,,LKO,15:15,27-Oct-19,28-Mar-20
64,G8 304,GOW,A 320,Daily,MAA,15:40,,,27-Oct-19,28-Mar-20
65,G8 402,GOW,A 320,Daily,LKO,15:55,,,27-Oct-19,28-Mar-20
66,G8 483,GOW,A 320,Daily,,,IXR,16:10,27-Oct-19,28-Mar-20
67,G8 371,GOW,A 320,12567,,,GOI,16:25,27-Oct-19,27-Mar-20
68,G8 2503,GOW,A 320,Daily,IXR,16:30,,,27-Oct-19,28-Mar-20
69,G8 336,GOW,A 320,Daily,DEL,16:35,,,27-Oct-19,28-Mar-20
70,G8 586,GOW,A 320,67,PAT,17:00,,,27-Oct-19,28-Mar-20
71,G8 586,GOW,A 320,12345,PAT,17:00,,,28-Oct-19,7-Feb-20
72,G8 586,GOW,A 320,12345,PAT,17:00,,,10-Feb-20,14-Feb-20
73,G8 586,GOW,A 320,12345,PAT,17:00,,,17-Feb-20,27-Mar-20
74,G8 244,GOW,A 320,Daily,,,BBI,17:00,27-Oct-19,28-Mar-20
75,G8 2506,GOW,A 320,Daily,,,IXC,17:05,27-Oct-19,28-Mar-20
76,G8 336,GOW,A 320,Daily,,,COK,17:15,27-Oct-19,28-Mar-20
77,G8 287,GOW,A 320,Daily,SXR,18:00,,,27-Oct-19,28-Mar-20
78,G8 303,GOW,A 320,67,,,MAA,18:10,27-Oct-19,28-Mar-20
79,G8 303,GOW,A 320,12345,,,MAA,18:10,28-Oct-19,7-Feb-20
80,G8 303,GOW,A 320,12345,,,MAA,18:10,17-Feb-20,27-Mar-20
81,G8 320,GOW,A 320,Daily,BLR,18:15,,,27-Oct-19,28-Mar-20
82,G8 2606,GOW,A 320,Daily,GOI,18:20,,,27-Oct-19,28-Mar-20
83,G8 339,GOW,A 320,Daily,,,DEL,18:30,27-Oct-19,28-Mar-20
84,G8 303,GOW,A 320,12345,,,MAA,18:30,10-Feb-20,14-Feb-20
85,G8 2602,GOW,A 320,Daily,NAG,18:40,,,27-Oct-19,28-Mar-20
86,G8 142,GOW,A 320,Daily,,,NAG,18:40,27-Oct-19,28-Mar-20
87,G8 2607,GOW,A 320,Daily,,,JAI,18:55,27-Oct-19,28-Mar-20
88,G8 364,GOW,A 320,Daily,,,AMD,19:25,27-Oct-19,28-Mar-20
89,G8 2610,GOW,A 320,Daily,,,LKO,19:35,27-Oct-19,28-Mar-20
90,G8 372,GOW,A 320,257,GOI,19:40,,,27-Oct-19,27-Mar-20
91,G8 372,GOW,A 320,16,GOI,19:40,,,28-Oct-19,28-Mar-20
92,G8 341,GOW,A 320,257,,,DEL,20:15,27-Oct-19,27-Mar-20
93,G8 341,GOW,A 320,16,,,DEL,20:15,28-Oct-19,28-Mar-20
94,G8 640,GOW,A 320,Daily,DEL,20:20,,,27-Oct-19,28-Mar-20
95,G8 396,GOW,A 320,Daily,LKO,20:25,,,27-Oct-19,28-Mar-20
96,G8 398,GOW,A 320,Daily,,,BLR,21:00,27-Oct-19,28-Mar-20
97,G8 643,GOW,A 320,Daily,,,DEL,21:15,27-Oct-19,28-Mar-20
98,G8 537,GOW,A 320,Daily,AMD,21:25,,,27-Oct-19,28-Mar-20
99,G8 484,GOW,A 320,Daily,IXR,21:55,,,27-Oct-19,28-Mar-20
100,G8 345,GOW,A 320,Daily,COK,22:00,,,27-Oct-19,28-Mar-20
101,G8 446,GOW,A 320,Daily,DEL,22:05,,,27-Oct-19,28-Mar-20
102,G8 384,GOW,A 320,Daily,,,GOI,22:05,27-Oct-19,28-Mar-20
103,G8 2507,GOW,A 320,Daily,IXC,22:25,,,27-Oct-19,28-Mar-20
104,G8 247,GOW,A 320,Daily,BBI,22:25,,,27-Oct-19,28-Mar-20
105,G8 345,GOW,A 320,Daily,,,DEL,22:40,27-Oct-19,28-Mar-20
106,G8 325,GOW,A 320,Daily,,,BLR,22:50,27-Oct-19,28-Mar-20
107,G8 363,GOW,A 320,Daily,,,AMD,22:50,27-Oct-19,28-Mar-20
108,G8 511,GOW,A 320,Daily,,,CCU,23:15,27-Oct-19,28-Mar-20
109,G8 429,GOW,A 320,Daily,DEL,23:50,,,27-Oct-19,28-Mar-20
Nagpur,,,,,,,,,,
1,G8 811,GOW,A 320,Daily,,,BLR,6:00,27-Oct-19,28-Mar-20
2,G8 2601,GOW,A 320,Daily,BOM,7:50,,,27-Oct-19,28-Mar-20
3,G8 730,GOW,A 320,Daily,,,AMD,8:20,27-Oct-19,28-Mar-20
4,G8 2515,GOW,A 320,Daily,DEL,8:35,,,27-Oct-19,28-Mar-20
5,G8 283,GOW,A 320,Daily,PNQ,8:55,,,27-Oct-19,28-Mar-20
6,G8 2516,GOW,A 320,Daily,,,DEL,9:05,27-Oct-19,28-Mar-20
7,G8 1801,GOW,A 320,2,BLR,9:10,,,1-Dec-19,28-Mar-20
8,G8 141,GOW,A 320,Daily,,,BOM,9:25,27-Oct-19,28-Mar-20
9,G8 1802,GOW,A 320,2,,,BLR,9:40,1-Dec-19,28-Mar-20
10,G8 731,GOW,A 320,Daily,AMD,11:55,,,27-Oct-19,28-Mar-20
11,G8 2602,GOW,A 320,Daily,,,BOM,17:00,27-Oct-19,28-Mar-20
12,G8 142,GOW,A 320,Daily,BOM,20:15,,,27-Oct-19,28-Mar-20
13,G8 284,GOW,A 320,Daily,,,PNQ,20:45,27-Oct-19,28-Mar-20
14,G8 2519,GOW,A 320,Daily,DEL,20:55,,,27-Oct-19,28-Mar-20
15,G8 2520,GOW,A 320,Daily,,,DEL,21:25,27-Oct-19,28-Mar-20
16,G8 812,GOW,A 320,Daily,BLR,23:55,,,27-Oct-19,28-Mar-20
Patna,,,,,,,,,,
1,G8 143,GOW,A 320,Daily,DEL,7:20,,,27-Oct-19,30-Nov-19
2,G8 143,GOW,A 320,Daily,DEL,7:20,,,1-Feb-20,28-Mar-20
3,G8 135,GOW,A 320,Daily,DEL,7:45,,,27-Oct-19,30-Nov-19
4,G8 135,GOW,A 320,Daily,DEL,7:45,,,1-Feb-20,28-Mar-20
5,G8 273,GOW,A 320,Daily,,,BLR,7:50,27-Oct-19,30-Nov-19
6,G8 273,GOW,A 320,Daily,,,BLR,7:50,1-Feb-20,28-Mar-20
7,G8 136,GOW,A 320,Daily,,,DEL,8:15,27-Oct-19,30-Nov-19
8,G8 136,GOW,A 320,Daily,,,DEL,8:15,1-Feb-20,28-Mar-20
9,G8 373,GOW,A 320,2,BLR,11:55,,,29-Oct-19,24-Mar-20
10,G8 373,GOW,A 320,134567,BLR,11:55,,,27-Oct-19,28-Mar-20
11,G8 373,GOW,A 320,2,,,IXR,12:25,29-Oct-19,24-Mar-20
12,G8 378,GOW,A 320,134567,,,BLR,12:25,27-Oct-19,28-Mar-20
13,G8 131,GOW,A 320,Daily,DEL,12:30,,,27-Oct-19,28-Mar-20
14,G8 229,GOW,A 320,Daily,,,DEL,13:00,27-Oct-19,28-Mar-20
15,G8 2511,GOW,A 320,Daily,DEL,13:20,,,27-Oct-19,28-Mar-20
16,G8 585,GOW,A 320,Daily,BOM,13:45,,,27-Oct-19,28-Mar-20
17,G8 2512,GOW,A 320,Daily,,,DEL,13:50,27-Oct-19,28-Mar-20
18,G8 586,GOW,A 320,Daily,,,BOM,14:15,27-Oct-19,28-Mar-20
19,G8 761,GOW,A 320,Daily,CCU,14:45,,,27-Oct-19,28-Mar-20
20,G8 762,GOW,A 320,Daily,,,CCU,15:20,27-Oct-19,28-Mar-20
21,G8 231,GOW,A 320,Daily,DEL,15:35,,,27-Oct-19,28-Mar-20
22,G8 132,GOW,A 320,Daily,,,DEL,16:05,27-Oct-19,28-Mar-20
23,G8 133,GOW,A 320,Daily,DEL,16:40,,,27-Oct-19,28-Mar-20
24,G8 134,GOW,A 320,Daily,,,DEL,17:10,27-Oct-19,28-Mar-20
25,G8 515,GOW,A 320,Daily,HYD,17:50,,,27-Oct-19,28-Mar-20
26,G8 516,GOW,A 320,Daily,,,HYD,18:20,27-Oct-19,28-Mar-20
27,G8 149,GOW,A 320,Daily,DEL,19:35,,,27-Oct-19,30-Nov-19
28,G8 149,GOW,A 320,Daily,DEL,19:35,,,1-Feb-20,28-Mar-20
29,G8 150,GOW,A 320,Daily,,,DEL,20:05,27-Oct-19,30-Nov-19
30,G8 150,GOW,A 320,Daily,,,DEL,20:05,1-Feb-20,28-Mar-20
31,G8 274,GOW,A 320,Daily,BLR,21:55,,,27-Oct-19,30-Nov-19
32,G8 274,GOW,A 320,Daily,BLR,21:55,,,1-Feb-20,28-Mar-20
33,G8 144,GOW,A 320,Daily,,,DEL,22:25,27-Oct-19,30-Nov-19
34,G8 144,GOW,A 320,Daily,,,DEL,22:25,1-Feb-20,28-Mar-20
Port Blair,,,,,,,,,,
1,G8 1305,GOW,A 320,Daily,MAA,6:30,,,1-Mar-20,28-Mar-20
2,G8 304,GOW,A 320,Daily,,,MAA,7:00,1-Mar-20,28-Mar-20
3,G8 461,GOW,A 320,Daily,BOM,7:15,,,27-Oct-19,29-Feb-20
4,G8 465,GOW,A 320,Daily,,,BOM,7:45,27-Oct-19,29-Feb-20
5,G8 1802,GOW,A 320,Daily,BLR,9:00,,,1-Dec-19,28-Mar-20
6,G8 803,GOW,A 320,Daily,,,BLR,9:30,1-Dec-19,28-Mar-20
7,G8 305,GOW,A 320,Daily,MAA,10:25,,,27-Oct-19,29-Feb-20
8,G8 101,GOW,A 320,Daily,CCU,10:55,,,27-Oct-19,29-Feb-20
9,G8 304,GOW,A 320,Daily,,,MAA,10:55,27-Oct-19,29-Feb-20
10,G8 102,GOW,A 320,Daily,,,CCU,11:25,27-Oct-19,29-Feb-20
11,G8 802,GOW,A 320,Daily,BLR,14:45,,,27-Oct-19,30-Nov-19
12,G8 803,GOW,A 320,Daily,,,BLR,15:15,27-Oct-19,30-Nov-19
Pune,,,,,,,,,,
1,G8 292,GOW,A 320,Daily,BLR,0:45,,,28-Oct-19,28-Mar-20
2,G8 393,GOW,A 320,Daily,CCU,0:50,,,28-Oct-19,28-Mar-20
3,G8 176,GOW,A 320,7,,,DEL,1:20,27-Oct-19,27-Oct-19
